s02cl_id,hh_id,ind_id,s07sex,s09age,d12sumres
54,H5400001,P5400022,2,29,3
54,H5400001,P5400023,1,22,3
54,H5400002,P5400025,1,23,5
54,H5400003,P5400026,2,25,3
54,H5400024,P5400028,2,27,2
54,H5400025,P5400029,2,39,2
54,H5400004,P5400030,2,44,3
54,H5400026,P5400031,1,25,3
54,H5400026,P5400032,2,36,2
54,H5400027,P5400033,1,31,3
54,H5400027,P5400034,1,23,3
54,H5400027,P5400035,2,19,3
54,H5400027,P5400036,1,24,3
54,H5400028,P5400037,2,51,3
54,H5400026,P5400038,1,19,2
54,H5400029,P5400039,2,28,3
54,H5400029,P5400040,2,28,3
54,H5400026,P5400041,2,20,3
54,H5400030,P5400042,2,43,2
54,H5400030,P5400043,2,61,2
54,H5400031,P5400044,2,49,1
54,H5400033,P5400047,2,25,3
54,H5400010,P5400048,2,46,2
54,H5400002,P5400049,2,26,3
54,H5400006,P5400050,1,44,3
54,H5400031,P5400051,2,23,5
54,H5400030,P5400052,2,45,2
54,H5400009,P5400055,2,33,3
54,H5400009,P5400056,2,32,2
54,H5400031,P5400057,2,21,5
54,H5400003,P5400060,2,26,3
54,H5400002,P5400061,1,30,3
54,H5400093,P5400064,2,26,3
54,H5400093,P5400065,1,28,3
54,H5400093,P5400066,2,48,3
54,H5400091,P5400067,1,25,3
54,H5400053,P5400085,2,55,3
54,H5400053,P5400086,2,30,5
54,H5400053,P5400088,2,19,3
54,H5400053,P5400089,1,24,3
54,H5400054,P5400090,2,28,3
54,H5400054,P5400091,2,46,3
54,H5400054,P5400092,1,27,3
54,H5400054,P5400093,2,30,3
54,H5400054,P5400094,1,21,3
54,H5400054,P5400095,1,34,3
54,H5400055,P5400096,1,81,5
54,H5400056,P5400097,2,52,3
54,H5400056,P5400098,2,28,3
54,H5400056,P5400099,2,19,3
54,H5400057,P5400100,2,31,3
54,H5400058,P5400101,1,29,3
54,H5400058,P5400102,2,38,3
54,H5400058,P5400103,2,26,3
54,H5400059,P5400104,2,62,3
54,H5400059,P5400105,2,32,3
54,H5400079,P5400107,2,19,3
54,H5400068,P5400108,1,43,2
54,H5400056,P5400117,2,31,5
54,H5400061,P5400118,2,36,3
54,H5400060,P5400119,1,65,3
54,H5400062,P5400120,2,23,3
54,H5400062,P5400121,1,19,3
54,H5400054,P5400122,2,20,3
54,H5400054,P5400123,1,36,3
54,H5400075,P5400127,2,19,3
54,H5400070,P5400129,1,68,2
54,H5400149,P5400130,2,78,5
54,H5400149,P5400131,1,80,5
54,H5400149,P5400132,1,26,3
54,H5400066,P5400135,2,29,3
54,H5400068,P5400137,1,20,5
54,H5400069,P5400138,1,74,5
54,H5400070,P5400139,2,29,5
54,H5400070,P5400140,1,25,5
54,H5400070,P5400141,1,23,5
54,H5400071,P5400142,1,24,3
54,H5400071,P5400143,1,24,5
54,H5400072,P5400144,2,30,3
54,H5400072,P5400145,2,23,3
54,H5400073,P5400146,1,24,3
54,H5400073,P5400147,2,50,3
54,H5400059,P5400169,1,67,3
54,H5400054,P5400170,2,57,3
54,H5400059,P5400171,2,45,3
54,H5400060,P5400172,1,26,3
54,H5400060,P5400173,1,34,3
54,H5400060,P5400174,1,31,3
54,H5400060,P5400175,1,36,2
54,H5400060,P5400176,2,21,3
54,H5400060,P5400177,2,41,3
54,H5400060,P5400178,2,65,3
54,H5400006,P5400179,1,32,2
54,H5400043,P5400180,2,63,3
54,H5400043,P5400181,1,36,5
54,H5400043,P5400182,2,42,3
54,H5400044,P5400183,1,43,3
54,H5400045,P5400185,1,66,3
54,H5400045,P5400186,2,59,3
54,H5400045,P5400187,2,24,3
54,H5400046,P5400188,1,61,3
54,H5400047,P5400189,1,47,3
54,H5400085,P5400190,2,36,3
54,H5400086,P5400192,1,33,3
54,H5400087,P5400193,2,26,3
54,H5400089,P5400195,1,55,5
54,H5400089,P5400197,1,21,3
54,H5400089,P5400198,1,19,3
54,H5400090,P5400199,2,82,3
54,H5400090,P5400200,1,67,3
54,H5400090,P5400201,2,42,3
54,H5400091,P5400202,2,23,3
54,H5400092,P5400203,1,25,3
54,H5400092,P5400204,2,48,3
54,H5400092,P5400205,1,34,3
54,H5400092,P5400206,2,19,3
54,H5400092,P5400207,2,21,3
54,H5400092,P5400208,2,31,3
54,H5400093,P5400210,2,24,3
54,H5400074,P5400211,2,22,3
54,H5400075,P5400212,2,43,3
54,H5400076,P5400213,2,37,3
54,H5400076,P5400214,2,20,3
54,H5400076,P5400215,1,35,3
54,H5400077,P5400217,2,37,2
54,H5400078,P5400218,2,28,3
54,H5400079,P5400219,2,44,3
54,H5400080,P5400220,2,29,3
54,H5400081,P5400222,2,27,2
54,H5400082,P5400223,2,28,5
54,H5400082,P5400224,2,48,2
54,H5400083,P5400225,2,41,3
54,H5400082,P5400226,1,30,5
54,H5400150,P5400228,1,27,3
54,H5400075,P5400230,1,48,3
54,H5400077,P5400231,2,53,2
54,H5400128,P5400232,1,63,2
54,H5400128,P5400233,2,52,3
54,H5400128,P5400234,1,21,3
54,H5400128,P5400235,2,19,3
54,H5400128,P5400236,2,23,3
54,H5400129,P5400237,2,26,3
54,H5400130,P5400238,2,21,3
54,H5400130,P5400239,2,46,2
54,H5400131,P5400240,2,40,5
54,H5400131,P5400241,1,28,3
54,H5400131,P5400242,2,19,5
54,H5400131,P5400243,1,26,3
54,H5400131,P5400244,1,21,3
54,H5400132,P5400245,2,19,3
54,H5400133,P5400247,2,53,3
54,H5400133,P5400248,1,43,3
54,H5400132,P5400249,1,75,3
54,H5400132,P5400250,1,23,3
54,H5400135,P5400251,2,68,3
54,H5400135,P5400252,2,33,3
54,H5400127,P5400274,2,22,3
54,H5400127,P5400275,2,26,3
54,H5400127,P5400276,1,20,3
54,H5400127,P5400277,2,28,3
54,H5400136,P5400279,2,68,3
54,H5400136,P5400280,2,28,3
54,H5400136,P5400281,1,31,3
54,H5400136,P5400282,2,34,3
54,H5400127,P5400283,1,39,3
54,H5400133,P5400285,1,22,3
54,H5400138,P5400289,1,28,5
54,H5400131,P5400292,1,45,3
54,H5400134,P5400293,1,26,3
54,H5400134,P5400294,2,21,5
55,H5500001,P5500001,1,74,3
55,H5500001,P5500002,2,42,2
55,H5500001,P5500003,2,72,3
55,H5500001,P5500004,2,26,3
55,H5500002,P5500005,2,33,3
55,H5500002,P5500006,2,22,3
55,H5500003,P5500007,1,42,3
55,H5500003,P5500008,2,34,3
55,H5500005,P5500011,1,23,3
55,H5500005,P5500012,1,20,3
55,H5500006,P5500016,2,21,3
55,H5500006,P5500017,2,18,3
55,H5500008,P5500019,2,18,3
55,H5500008,P5500020,1,20,3
55,H5500008,P5500021,1,23,3
55,H5500001,P5500043,2,21,3
55,H5500052,P5500045,1,37,3
55,H5500054,P5500048,2,18,3
55,H5500054,P5500049,1,18,3
55,H5500054,P5500050,2,61,2
55,H5500055,P5500051,1,24,3
55,H5500055,P5500052,2,21,3
55,H5500055,P5500053,2,19,3
55,H5500054,P5500056,2,27,3
55,H5500056,P5500057,2,42,2
55,H5500057,P5500058,1,31,3
55,H5500057,P5500060,2,20,3
55,H5500057,P5500061,2,29,3
55,H5500057,P5500062,2,25,3
55,H5500132,P5500064,2,79,3
55,H5500134,P5500067,1,73,3
55,H5500135,P5500068,1,25,3
55,H5500136,P5500070,2,20,3
55,H5500136,P5500071,1,27,3
55,H5500148,P5500072,1,21,3
55,H5500151,P5500077,2,22,3
55,H5500152,P5500078,2,78,3
55,H5500152,P5500079,1,19,3
55,H5500135,P5500081,1,30,3
55,H5500132,P5500082,1,21,3
55,H5500151,P5500083,1,30,3
55,H5500134,P5500084,2,54,2
55,H5500053,P5500086,1,27,3
55,H5500128,P5500097,1,33,3
55,H5500128,P5500098,2,30,3
55,H5500129,P5500099,2,36,2
55,H5500130,P5500100,2,71,3
55,H5500131,P5500101,1,76,3
55,H5500131,P5500102,2,76,3
55,H5500132,P5500103,1,27,3
55,H5500132,P5500105,2,48,3
55,H5500093,P5500106,2,23,3
55,H5500093,P5500107,1,18,3
55,H5500064,P5500109,2,20,3
55,H5500065,P5500112,1,20,3
55,H5500065,P5500113,1,26,3
55,H5500024,P5500115,2,21,3
55,H5500024,P5500116,2,22,3
55,H5500024,P5500117,2,66,3
55,H5500024,P5500118,1,83,3
55,H5500024,P5500119,2,42,2
55,H5500066,P5500120,2,44,3
55,H5500134,P5500122,2,19,3
55,H5500113,P5500127,2,42,2
55,H5500114,P5500128,2,21,3
55,H5500114,P5500129,2,81,3
55,H5500094,P5500130,1,25,3
55,H5500115,P5500131,1,19,3
55,H5500115,P5500132,1,76,3
55,H5500115,P5500133,1,21,3
55,H5500093,P5500136,2,26,3
55,H5500094,P5500137,1,33,3
55,H5500094,P5500138,2,19,3
55,H5500085,P5500142,1,28,3
55,H5500086,P5500143,2,36,3
55,H5500132,P5500144,1,21,3
55,H5500132,P5500145,2,44,2
55,H5500113,P5500148,2,46,3
55,H5500112,P5500149,2,29,2
55,H5500115,P5500150,2,59,3
55,H5500111,P5500151,1,37,3
55,H5500111,P5500152,2,30,3
55,H5500110,P5500153,2,38,2
55,H5500109,P5500154,1,20,3
55,H5500109,P5500155,1,33,3
55,H5500109,P5500156,2,26,3
55,H5500093,P5500158,2,34,3
55,H5500058,P5500160,2,56,3
55,H5500058,P5500161,2,33,3
55,H5500058,P5500162,1,38,3
55,H5500058,P5500163,1,76,3
55,H5500109,P5500164,1,22,3
55,H5500049,P5500169,2,69,3
55,H5500049,P5500170,1,23,3
55,H5500049,P5500171,1,69,3
55,H5500050,P5500172,1,32,2
55,H5500050,P5500173,2,30,2
55,H5500051,P5500174,1,36,3
55,H5500051,P5500175,2,22,3
55,H5500108,P5500177,2,21,3
55,H5500106,P5500179,2,37,2
55,H5500058,P5500180,1,28,3
55,H5500058,P5500181,1,24,3
55,H5500044,P5500182,2,35,2
55,H5500106,P5500183,1,51,2
55,H5500058,P5500184,1,18,3
55,H5500058,P5500185,1,20,3
55,H5500117,P5500190,1,75,3
55,H5500117,P5500191,2,70,3
55,H5500119,P5500193,2,33,3
55,H5500119,P5500194,2,25,3
55,H5500120,P5500195,1,80,3
55,H5500120,P5500196,1,42,3
55,H5500122,P5500200,2,43,2
55,H5500043,P5500201,1,44,3
55,H5500043,P5500202,2,25,3
55,H5500044,P5500203,1,64,3
55,H5500044,P5500204,2,61,3
55,H5500044,P5500205,2,18,3
55,H5500045,P5500206,2,40,3
55,H5500045,P5500207,1,50,1
55,H5500046,P5500208,1,29,3
55,H5500048,P5500210,2,61,3
55,H5500123,P5500213,2,33,3
55,H5500126,P5500218,2,25,3
55,H5500126,P5500219,1,29,3
55,H5500126,P5500220,2,19,3
55,H5500072,P5500232,2,34,3
55,H5500074,P5500234,2,24,2
55,H5500076,P5500237,1,50,2
55,H5500078,P5500239,2,27,3
55,H5500079,P5500240,1,27,3
55,H5500080,P5500241,1,29,3
55,H5500081,P5500242,2,20,3
55,H5500083,P5500244,1,63,3
55,H5500084,P5500246,1,44,3
55,H5500014,P5500247,2,20,3
55,H5500076,P5500250,2,20,3
55,H5500079,P5500251,2,29,3
55,H5500017,P5500252,2,20,3
55,H5500076,P5500264,2,19,3
55,H5500080,P5500267,1,25,3
55,H5500074,P5500268,1,32,3
55,H5500095,P5500274,2,21,3
55,H5500095,P5500275,2,21,3
55,H5500097,P5500277,2,42,3
55,H5500097,P5500278,2,70,3
55,H5500097,P5500279,2,20,3
55,H5500097,P5500280,1,48,3
55,H5500098,P5500281,2,34,3
55,H5500098,P5500283,1,45,3
55,H5500099,P5500284,2,,3
55,H5500099,P5500285,2,43,4
55,H5500099,P5500286,2,25,3
55,H5500099,P5500287,2,21,3
55,H5500095,P5500288,2,38,3
55,H5500097,P5500289,2,22,3
56,H5600001,P5600001,2,26,3
56,H5600001,P5600002,2,19,3
56,H5600002,P5600004,2,56,3
56,H5600002,P5600005,1,21,3
56,H5600003,P5600006,2,50,3
56,H5600004,P5600011,1,64,2
56,H5600004,P5600013,1,26,3
56,H5600005,P5600014,2,19,3
56,H5600005,P5600015,2,21,2
56,H5600005,P5600016,2,21,2
56,H5600006,P5600017,2,31,3
56,H5600006,P5600019,2,63,3
56,H5600022,P5600020,1,75,3
56,H5600022,P5600022,1,22,3
56,H5600001,P5600023,2,35,3
56,H5600006,P5600024,1,41,3
56,H5600008,P5600025,2,37,3
56,H5600008,P5600027,2,25,3
56,H5600008,P5600028,2,19,3
56,H5600008,P5600029,1,27,3
56,H5600139,P5600043,1,21,3
56,H5600139,P5600044,1,32,3
56,H5600139,P5600045,1,50,3
56,H5600139,P5600046,2,27,3
56,H5600139,P5600047,2,45,3
56,H5600090,P5600050,2,24,3
56,H5600085,P5600051,1,19,3
56,H5600090,P5600053,2,37,3
56,H5600064,P5600064,2,34,3
56,H5600043,P5600065,1,27,3
56,H5600043,P5600066,1,32,3
56,H5600044,P5600068,2,89,3
56,H5600066,P5600069,1,25,3
56,H5600045,P5600072,2,26,3
56,H5600046,P5600074,1,28,3
56,H5600045,P5600075,2,23,3
56,H5600069,P5600076,2,23,3
56,H5600047,P5600077,1,25,3
56,H5600047,P5600078,1,48,3
56,H5600047,P5600079,1,25,3
56,H5600048,P5600080,1,34,3
56,H5600049,P5600081,2,25,3
56,H5600049,P5600084,1,31,3
56,H5600064,P5600085,1,69,3
56,H5600043,P5600086,2,21,3
56,H5600043,P5600087,2,71,3
56,H5600065,P5600088,2,36,4
56,H5600064,P5600089,2,66,3
56,H5600066,P5600091,1,19,3
56,H5600067,P5600093,2,24,3
56,H5600069,P5600095,2,32,2
56,H5600047,P5600096,1,37,3
56,H5600047,P5600097,1,22,3
56,H5600047,P5600098,1,31,3
56,H5600070,P5600099,2,40,3
56,H5600049,P5600100,2,22,3
56,H5600049,P5600101,2,30,3
56,H5600071,P5600102,2,39,3
56,H5600066,P5600103,2,19,3
56,H5600050,P5600106,1,21,3
56,H5600048,P5600107,1,22,3
56,H5600136,P5600108,1,25,3
56,H5600045,P5600109,1,25,3
56,H5600050,P5600110,1,20,3
56,H5600070,P5600126,1,38,3
56,H5600075,P5600129,1,28,3
56,H5600076,P5600130,2,61,2
56,H5600076,P5600132,2,19,3
56,H5600077,P5600133,2,52,2
56,H5600079,P5600135,2,45,3
56,H5600079,P5600136,2,55,3
56,H5600079,P5600137,1,31,3
56,H5600079,P5600139,2,21,3
56,H5600080,P5600140,2,19,3
56,H5600076,P5600142,2,29,3
56,H5600074,P5600144,1,19,3
56,H5600130,P5600145,1,19,3
56,H5600129,P5600146,1,22,3
56,H5600093,P5600148,1,57,3
56,H5600093,P5600149,2,50,3
56,H5600093,P5600150,1,22,3
56,H5600093,P5600151,1,25,3
56,H5600093,P5600152,2,21,3
56,H5600096,P5600155,2,68,2
56,H5600096,P5600157,2,42,2
56,H5600072,P5600158,2,50,2
56,H5600074,P5600161,1,38,3
56,H5600074,P5600162,1,19,3
56,H5600080,P5600163,1,20,3
56,H5600098,P5600170,1,27,2
56,H5600099,P5600172,2,58,3
56,H5600099,P5600173,1,21,4
56,H5600099,P5600174,2,36,2
56,H5600096,P5600175,1,19,3
56,H5600100,P5600176,2,42,2
56,H5600102,P5600178,2,32,3
56,H5600099,P5600180,1,19,3
56,H5600102,P5600181,1,18,3
56,H5600050,P5600184,2,23,3
56,H5600101,P5600185,1,42,3
56,H5600099,P5600186,1,62,3
56,H5600100,P5600187,1,45,2
56,H5600085,P5600188,1,33,3
56,H5600001,P5600190,1,19,3
56,H5600149,P5600191,2,24,3
56,H5600150,P5600194,2,33,2
56,H5600151,P5600195,1,45,3
56,H5600152,P5600196,2,41,3
56,H5600106,P5600198,2,27,3
56,H5600106,P5600199,2,42,2
56,H5600107,P5600201,2,22,3
56,H5600148,P5600203,1,21,3
56,H5600108,P5600205,2,25,3
56,H5600108,P5600206,1,31,3
56,H5600109,P5600209,1,26,3
56,H5600109,P5600210,1,27,3
56,H5600110,P5600211,1,21,3
56,H5600110,P5600212,1,24,3
56,H5600110,P5600213,2,45,3
56,H5600151,P5600214,2,44,3
56,H5600148,P5600215,1,38,3
56,H5600106,P5600216,1,21,3
56,H5600120,P5600222,2,31,1
56,H5600119,P5600223,1,60,3
56,H5600122,P5600227,1,51,4
56,H5600122,P5600228,2,31,3
56,H5600118,P5600230,1,19,3
56,H5600085,P5600232,1,23,3
56,H5600086,P5600233,2,33,3
56,H5600087,P5600234,1,49,4
56,H5600087,P5600235,1,22,3
56,H5600087,P5600236,1,20,3
56,H5600088,P5600238,1,31,3
56,H5600088,P5600239,1,48,3
56,H5600088,P5600241,2,25,3
56,H5600088,P5600242,2,33,3
56,H5600089,P5600243,2,38,2
56,H5600089,P5600244,2,33,3
56,H5600089,P5600245,1,19,3
56,H5600089,P5600247,2,30,3
56,H5600091,P5600252,1,20,3
56,H5600127,P5600253,1,70,3
56,H5600127,P5600254,1,22,3
56,H5600127,P5600258,2,41,3
56,H5600127,P5600260,1,44,2
56,H5600128,P5600261,2,54,3
56,H5600129,P5600262,2,65,3
56,H5600117,P5600266,2,51,3
56,H5600117,P5600267,1,58,3
56,H5600118,P5600268,2,38,3
56,H5600119,P5600270,2,57,3
56,H5600120,P5600272,2,46,2
56,H5600120,P5600273,2,46,2
56,H5600129,P5600274,2,36,2
56,H5600129,P5600275,1,26,3
56,H5600129,P5600276,1,24,3
56,H5600129,P5600277,2,47,3
56,H5600129,P5600278,1,20,3
56,H5600081,P5600281,2,58,4
56,H5600081,P5600282,2,41,3
56,H5600072,P5600283,1,44,2
56,H5600129,P5600285,1,28,3
56,H5600075,P5600293,1,21,3
57,H5700001,P5700001,2,50,3
57,H5700001,P5700002,2,20,3
57,H5700002,P5700003,2,37,2
57,H5700003,P5700004,2,61,4
57,H5700004,P5700005,2,29,5
57,H5700004,P5700006,2,22,3
57,H5700005,P5700007,1,39,5
57,H5700005,P5700008,2,45,2
57,H5700006,P5700009,2,20,3
57,H5700006,P5700010,2,41,3
57,H5700007,P5700011,1,30,5
57,H5700007,P5700012,2,23,3
57,H5700008,P5700013,2,25,3
57,H5700007,P5700014,2,22,5
57,H5700009,P5700015,2,42,3
57,H5700009,P5700016,2,43,2
57,H5700010,P5700018,2,25,3
57,H5700011,P5700019,2,39,3
57,H5700012,P5700020,2,20,5
57,H5700013,P5700021,2,26,5
57,H5700014,P5700022,1,37,5
57,H5700014,P5700023,2,27,5
57,H5700014,P5700024,1,19,3
57,H5700015,P5700025,1,24,3
57,H5700015,P5700026,2,40,2
57,H5700015,P5700027,2,18,3
57,H5700015,P5700028,2,30,4
57,H5700015,P5700029,1,32,5
57,H5700002,P5700030,2,18,5
57,H5700015,P5700031,1,55,2
57,H5700003,P5700032,1,19,5
57,H5700085,P5700043,1,46,3
57,H5700087,P5700047,2,43,2
57,H5700087,P5700048,2,18,3
57,H5700087,P5700049,2,23,3
57,H5700087,P5700050,2,18,3
57,H5700088,P5700051,2,25,2
57,H5700088,P5700052,1,30,2
57,H5700089,P5700053,2,28,3
57,H5700089,P5700055,2,20,3
57,H5700089,P5700056,1,20,3
57,H5700089,P5700057,2,48,3
57,H5700090,P5700058,2,34,3
57,H5700090,P5700059,1,18,3
57,H5700092,P5700061,2,34,3
57,H5700092,P5700062,2,19,5
57,H5700093,P5700063,1,74,3
57,H5700090,P5700064,1,41,3
57,H5700093,P5700065,2,75,5
57,H5700094,P5700068,2,18,3
57,H5700094,P5700069,2,35,5
57,H5700093,P5700070,1,24,5
57,H5700024,P5700106,1,19,3
57,H5700024,P5700107,1,19,3
57,H5700024,P5700108,2,72,5
57,H5700025,P5700109,1,20,3
57,H5700025,P5700110,2,28,3
57,H5700026,P5700111,2,25,3
57,H5700026,P5700112,2,26,3
57,H5700027,P5700113,2,30,3
57,H5700027,P5700114,2,32,3
57,H5700028,P5700115,2,31,2
57,H5700028,P5700116,1,36,2
57,H5700030,P5700117,2,18,5
57,H5700029,P5700119,1,75,3
57,H5700029,P5700120,2,98,5
57,H5700029,P5700121,2,20,3
57,H5700029,P5700123,1,24,5
57,H5700055,P5700127,2,46,2
57,H5700056,P5700128,2,51,5
57,H5700056,P5700129,1,61,5
57,H5700043,P5700133,2,18,3
57,H5700043,P5700134,2,54,3
57,H5700052,P5700135,2,21,3
57,H5700055,P5700136,1,48,3
57,H5700113,P5700138,2,26,5
57,H5700123,P5700139,1,21,3
57,H5700117,P5700140,1,24,3
57,H5700124,P5700141,1,19,3
57,H5700117,P5700142,2,23,5
57,H5700110,P5700143,2,22,3
57,H5700110,P5700144,1,21,3
57,H5700110,P5700145,1,19,3
57,H5700110,P5700146,2,44,3
57,H5700111,P5700147,2,60,5
57,H5700043,P5700148,2,22,3
57,H5700062,P5700151,2,28,3
57,H5700062,P5700152,2,46,3
57,H5700043,P5700153,2,41,3
57,H5700045,P5700155,2,41,3
57,H5700045,P5700156,2,19,3
57,H5700046,P5700157,2,31,5
57,H5700047,P5700158,2,33,3
57,H5700049,P5700160,2,22,3
57,H5700050,P5700161,2,34,5
57,H5700047,P5700162,2,27,3
57,H5700053,P5700165,2,19,3
57,H5700054,P5700166,2,33,3
57,H5700055,P5700167,2,39,3
57,H5700055,P5700168,2,24,3
57,H5700064,P5700169,2,45,3
57,H5700064,P5700170,2,22,3
57,H5700064,P5700171,2,18,3
57,H5700065,P5700173,2,18,3
57,H5700065,P5700174,2,23,3
57,H5700066,P5700175,2,55,5
57,H5700067,P5700176,2,26,5
57,H5700067,P5700177,2,18,3
57,H5700068,P5700178,2,50,3
57,H5700068,P5700179,2,40,3
57,H5700068,P5700180,1,32,3
57,H5700068,P5700181,1,26,3
57,H5700071,P5700185,2,35,3
57,H5700069,P5700186,1,31,3
57,H5700070,P5700188,2,21,3
57,H5700073,P5700189,2,27,3
57,H5700073,P5700190,2,25,5
57,H5700077,P5700195,2,30,2
57,H5700079,P5700197,2,19,3
57,H5700079,P5700198,2,27,3
57,H5700076,P5700199,1,21,3
57,H5700055,P5700200,1,18,3
57,H5700055,P5700201,1,21,3
57,H5700066,P5700202,2,36,2
57,H5700066,P5700203,1,30,3
57,H5700048,P5700204,1,26,3
57,H5700132,P5700220,1,28,5
57,H5700132,P5700221,1,25,5
57,H5700135,P5700222,2,18,3
57,H5700135,P5700223,2,23,3
57,H5700135,P5700224,1,22,3
57,H5700135,P5700225,2,41,5
57,H5700134,P5700226,1,19,5
57,H5700134,P5700227,2,55,5
57,H5700134,P5700228,2,40,5
57,H5700133,P5700230,2,20,5
57,H5700133,P5700231,2,26,3
57,H5700124,P5700232,1,23,5
57,H5700124,P5700233,2,20,3
57,H5700124,P5700234,2,46,3
57,H5700123,P5700235,2,38,5
57,H5700123,P5700236,2,27,3
57,H5700122,P5700237,2,21,3
57,H5700120,P5700239,2,25,2
57,H5700119,P5700240,2,31,3
57,H5700118,P5700241,2,19,3
57,H5700118,P5700242,1,22,3
57,H5700117,P5700243,1,25,3
57,H5700117,P5700244,2,18,5
57,H5700116,P5700245,2,37,3
57,H5700115,P5700246,2,32,3
57,H5700114,P5700248,1,33,3
57,H5700114,P5700249,2,25,3
57,H5700113,P5700250,1,31,5
57,H5700116,P5700251,2,19,3
57,H5700112,P5700252,2,42,2
57,H5700125,P5700253,2,27,3
57,H5700125,P5700254,2,51,3
57,H5700125,P5700255,1,24,3
57,H5700149,P5700259,2,22,3
57,H5700150,P5700260,2,25,3
57,H5700149,P5700262,1,27,3
57,H5700152,P5700263,2,35,3
57,H5700152,P5700264,1,33,5
57,H5700104,P5700267,2,34,5
57,H5700081,P5700268,1,70,3
57,H5700081,P5700269,2,19,5
57,H5700081,P5700270,1,22,3
57,H5700082,P5700271,1,57,3
57,H5700082,P5700272,1,21,5
57,H5700082,P5700273,1,24,3
57,H5700082,P5700274,2,51,5
57,H5700150,P5700276,1,29,3
57,H5700084,P5700277,1,34,3
57,H5700084,P5700278,2,30,4
57,H5700126,P5700279,1,22,3
57,H5700125,P5700280,1,29,5
57,H5700127,P5700285,2,31,5
57,H5700128,P5700286,2,45,2
57,H5700128,P5700288,2,18,5
57,H5700129,P5700289,2,80,3
57,H5700129,P5700290,2,27,3
57,H5700132,P5700294,2,21,5
58,H5800001,P5800001,2,27,3
58,H5800001,P5800002,2,52,3
58,H5800025,P5800004,1,18,5
58,H5800003,P5800005,2,56,3
58,H5800003,P5800006,2,30,2
58,H5800004,P5800007,2,18,3
58,H5800005,P5800008,2,20,5
58,H5800005,P5800009,2,55,3
58,H5800004,P5800010,1,24,5
58,H5800006,P5800011,2,18,3
58,H5800006,P5800012,2,32,3
58,H5800007,P5800013,2,39,5
58,H5800008,P5800014,2,22,3
58,H5800003,P5800016,1,64,5
58,H5800076,P5800017,2,38,5
58,H5800095,P5800018,1,53,2
58,H5800096,P5800022,2,45,2
58,H5800098,P5800024,2,27,3
58,H5800097,P5800025,2,54,3
58,H5800030,P5800043,2,24,3
58,H5800031,P5800045,2,34,3
58,H5800026,P5800046,2,18,3
58,H5800031,P5800047,1,51,3
58,H5800107,P5800065,1,78,5
58,H5800107,P5800067,2,60,5
58,H5800107,P5800068,1,24,3
58,H5800107,P5800069,2,18,3
58,H5800149,P5800072,2,35,3
58,H5800149,P5800073,2,19,4
58,H5800150,P5800074,2,29,3
58,H5800150,P5800075,2,24,3
58,H5800151,P5800076,2,24,3
58,H5800152,P5800077,2,31,3
58,H5800109,P5800078,1,39,2
58,H5800109,P5800079,1,36,2
58,H5800108,P5800081,1,21,3
58,H5800112,P5800082,1,20,3
58,H5800150,P5800083,1,22,3
58,H5800151,P5800084,2,31,5
58,H5800126,P5800085,1,67,2
58,H5800125,P5800086,2,21,3
58,H5800125,P5800087,1,26,5
58,H5800126,P5800088,2,60,5
58,H5800124,P5800089,1,18,3
58,H5800124,P5800090,2,22,3
58,H5800124,P5800091,2,18,5
58,H5800123,P5800092,1,23,5
58,H5800124,P5800093,2,44,3
58,H5800126,P5800094,2,22,3
58,H5800122,P5800095,1,22,5
58,H5800122,P5800096,2,20,5
58,H5800122,P5800097,1,41,5
58,H5800122,P5800098,2,45,5
58,H5800121,P5800099,1,40,3
58,H5800120,P5800100,2,38,5
58,H5800119,P5800101,1,20,3
58,H5800119,P5800102,1,23,5
58,H5800118,P5800103,2,44,5
58,H5800117,P5800104,1,52,5
58,H5800117,P5800105,2,34,5
58,H5800107,P5800120,1,21,5
58,H5800149,P5800121,1,58,3
58,H5800152,P5800122,1,36,3
58,H5800150,P5800123,1,24,3
58,H5800118,P5800124,2,22,3
58,H5800150,P5800125,1,36,5
58,H5800114,P5800126,2,23,3
58,H5800043,P5800127,2,23,5
58,H5800043,P5800128,1,27,3
58,H5800044,P5800129,2,39,3
58,H5800044,P5800130,2,21,3
58,H5800045,P5800131,2,56,3
58,H5800046,P5800132,2,45,5
58,H5800046,P5800134,1,26,3
58,H5800046,P5800135,1,18,3
58,H5800048,P5800137,2,36,3
58,H5800049,P5800138,2,35,3
58,H5800049,P5800139,1,39,3
58,H5800050,P5800140,1,47,3
58,H5800051,P5800141,1,63,3
58,H5800051,P5800142,2,22,3
58,H5800053,P5800144,2,59,2
58,H5800053,P5800145,2,28,5
58,H5800050,P5800146,1,20,3
58,H5800051,P5800147,2,49,5
58,H5800012,P5800148,2,19,3
58,H5800012,P5800149,2,18,5
58,H5800012,P5800150,2,18,3
58,H5800012,P5800151,2,20,3
58,H5800012,P5800152,2,55,3
58,H5800013,P5800155,2,21,3
58,H5800014,P5800156,2,23,3
58,H5800014,P5800157,2,20,3
58,H5800015,P5800158,2,32,3
58,H5800016,P5800160,2,37,3
58,H5800016,P5800161,2,23,3
58,H5800017,P5800164,2,19,5
58,H5800017,P5800165,2,18,5
58,H5800018,P5800166,2,18,3
58,H5800020,P5800168,1,18,5
58,H5800065,P5800170,1,26,3
58,H5800065,P5800171,1,70,3
58,H5800066,P5800172,1,70,3
